Manufacturer,Model,Device Codename,Chipset Processor,DPI,Pixel
 Xiaomi, M2007J3SG, apollo, qcom, 440dpi, 1080x2180
 Xiaomi, M2007J3SP, apollo, qcom, 440dpi, 1080x2180
 Xiaomi, M2007J3SY, apollo, qcom, 440dpi, 1080x2180
 Xiaomi, 2112123AG, psyche, qcom, 440dpi, 1080x2183
 Xiaomi, 2107113SG, vili, qcom, 440dpi, 1080x2186
 Xiaomi, 2107113SI, vili, qcom, 440dpi, 1080x2186
 Xiaomi, 21081111RG, amber, mt6893, 440dpi, 1080x2186
 Xiaomi, M2012K11G, haydn, qcom, 440dpi, 1080x2190
 Xiaomi, 2201122G, zeus, qcom, 420dpi, 1080x2195
 Xiaomi, M2002J9G, monet, qcom, 440dpi, 1080x2201
 Xiaomi, Mi MIX 3, perseus, qcom, 440dpi, 1080x2210
 Xiaomi, Mi MIX 3 5G, andromeda, qcom, 440dpi, 1080x2210
 Xiaomi, Redmi K20 Pro, raphaelin, qcom, 440dpi, 1080x2210
 Xiaomi, Redmi K20 Pro Premium Edition, raphael, qcom, 440dpi, 1080x2210
 Xiaomi, Redmi Note 8T, willow, qcom, 440dpi, 1080x2216
 Xiaomi, GM1917, lavender, qcom, 420dpi, 1080x2219
 Xiaomi, Redmi Note 7 Pro, violet, qcom, 420dpi, 1080x2260
 Xiaomi, 2201123G, cupid, qcom, 440dpi, 1080x2269
 Xiaomi, MI PAD 4, clover, qcom, 320dpi, 1200x1824
 Xiaomi, MI PAD 4 PLUS, clover, qcom, 320dpi, 1200x1824
 Xiaomi, 22081212UG, diting, qcom, 480dpi, 1220x2449
 Xiaomi, 22071212AG, plato, mt6895, 480dpi, 1220x2482
 Xiaomi, Redmi 3, ido, qcom, 320dpi, 1280x720
 Xiaomi, Redmi 3S, land, qcom, 320dpi, 1280x720
 Xiaomi, Redmi 4A, rolex, qcom, 320dpi, 1280x720
 Xiaomi, Redmi 4X, santoni, qcom, 320dpi, 1280x720
 Xiaomi, Redmi 5, rosy, qcom, 320dpi, 1344x720
 Xiaomi, M2011K2C, venus, qcom, 560dpi, 1440x2898
 Xiaomi, MI PAD, mocha, mocha, 320dpi, 1536x2048
 Xiaomi, 21051182G, nabu, qcom, 360dpi, 1600x2454
 Xiaomi, Redmi 4, markw, qcom, 480dpi, 1920x1080
 Xiaomi, Redmi Pro, omega, mt6797, 480dpi, 1920x1080
 Xiaomi, Mi 9T, davinci, qcom, 440dpi, 2048x2048
 Xiaomi, Redmi K20 Pro, raphael, qcom, 440dpi, 2048x2048
 Xiaomi, Redmi Note 8, ginkgo, qcom, 443dpi, 2048x2048
 Xiaomi, MI 8 Lite, platina, qcom, 440dpi, 2068x1080
 Xiaomi, Mi 9 SE, grus, qcom, 480dpi, 2129x1080
 Xiaomi, Redmi 7A, pine, qcom, 258dpi, 720x1267
 Xiaomi, HM 1S, armani, qcom, 320dpi, 720x1280
 Xiaomi, HM 1SW, armani, qcom, 320dpi, 720x1280
 Xiaomi, Redmi 3X, land, qcom, 320dpi, 720x1280
 Xiaomi, Redmi 4, prada, qcom, 320dpi, 720x1280
 Xiaomi, Redmi 4, santoni, qcom, 320dpi, 720x1280
 Xiaomi, Redmi 5A, riva, qcom, 336dpi, 720x1280
 Xiaomi, Redmi Go, tiare, qcom, 360dpi, 720x1280
 Xiaomi, Redmi 8, olive, qcom, 320dpi, 720x1328
 Xiaomi, Redmi 8A, olivelite, qcom, 336dpi, 720x1363
 Xiaomi, Mi A3, laurel_sprout, qcom, 360dpi, 720x1399
 Xiaomi, MI A3, laurus, qcom, 320dpi, 720x1411
 Xiaomi, MI CC 9e, laurus, qcom, 320dpi, 720x1411
 Xiaomi/LeEco, Le2 x522, le_s2, qcom, 430dpi, 1080x1920
 Xiaomi/LeEco, Le 2, le_s2, qcom, 480dpi, 1080x1920
 Xiaomi/Mi, M2012K11AI, aliothin, qcom, 440dpi, 1080x2190
 Xiaomi/POCO, M2010J19CI, citrus, qcom, 440dpi, 1080x2132
 Xiaomi/POCO, M2010J19CG, citrus, qcom, 461dpi, 1080x2132
 Xiaomi/POCO, M2004J19PI, shiva, mt6768, 440dpi, 1080x2134
 Xiaomi/POCO, M2103K19PG, camellian, mt6833, 440dpi, 1080x2167
 Xiaomi/POCO, M2103K19PY, camellian, mt6833, 440dpi, 1080x2167
 Xiaomi/POCO, M2102J20SG, vayu, qcom, 480dpi, 1080x2167
 Xiaomi/POCO, POCO M2 Pro, gram, qcom, 440dpi, 1080x2168
 Xiaomi/POCO, 21091116AG, evergreen, mt6833, 440dpi, 1080x2174
 Xiaomi/POCO, 2201117PG, fleur, mt6781, 440dpi, 1080x2177
 Xiaomi/POCO, M2007J20CG, surya, q, 440dpi, 1080x2179
 Xiaomi/POCO, M2007J20CI, karna, qcom, 440dpi, 1080x2179
 Xiaomi/POCO, M2007J20CT, surya, qcom, 440dpi, 1080x2179
 Xiaomi/POCO, M2102J20SG, vayu, q, 440dpi, 1080x2179
 Xiaomi/POCO, M2102J20SG, vayu, qc, 440dpi, 1080x2179
 Xiaomi/POCO, 2201116PG, veux, qcom, 461dpi, 1080x2180
 Xiaomi/POCO, M2102J20SI, vayu, qcom, 440dpi, 1080x2265
 Xiaomi/POCO, POCO F2 Pro, lmi, qcom, 461dpi, 1080x2270
 Xiaomi/POCO, 22021211RG, munch, qcom, 440dpi, 1080x2276
 Xiaomi/POCO, M2007J20CG, surya, qcom, 440dpi, 2048x2048
 Xiaomi/POCO, M2012K11AG, alioth, qcom, 440dpi, 2048x2048
 Xiaomi/POCO, 211033MI, angelicain, mt6765, 320dpi, 720x1449
 Xiaomi/POCO, M2006C3MI, angelicain, mt6765, 320dpi, 720x1449
 Xiaomi/Redmi, M2003J15SC, merlinnfc, mt6768, 440dpi, 1080x2080
 Xiaomi/Redmi, M2003J15SC, merlinnfc, mt6769z, 440dpi, 1080x2080
 Xiaomi/Redmi, Redmi Note 9S, curtana, qcom, 440dpi, 1080x2094
 Xiaomi/Redmi, M2010J19SY, lemon, qcom, 440dpi, 1080x2102
 Xiaomi/Redmi, M2003J15SC, merlin, mt6769z, 461dpi, 1080x2110
 Xiaomi/Redmi, M2003J15SC, merlin, mt6768, 480dpi, 1080x2110
 Xiaomi/Redmi, M2007J22G, cannong, mt6853, 440dpi, 1080x2111
 Xiaomi/Redmi, M1908C3JGG, biloba, mt6768, 440dpi, 1080x2130
 Xiaomi/Redmi, M2010J19SG, lime, qcom, 440dpi, 1080x2132
 Xiaomi/Redmi, M2010J19SL, pomelo, qcom, 440dpi, 1080x2132
 Xiaomi/Redmi, lancelot, lancelot, mt6768, 440dpi, 1080x2134
 Xiaomi/Redmi, Redmi Note 8 Pro, begoniain, mt6785, 540dpi, 1080x2134
 Xiaomi/Redmi, M2103K19G, camellian, mt6833, 440dpi, 1080x2137
 Xiaomi/Redmi, Redmi Note 9 Pro, curtana, qcom, 440dpi, 1080x2138
 Xiaomi/Redmi, 21061119AG, selene, mt6768, 440dpi, 1080x2167
 Xiaomi/Redmi, 21061119BI, selene, mt6768, 440dpi, 1080x2167
 Xiaomi/Redmi, 21121119SG, selene, mt6768, 440dpi, 1080x2167
 Xiaomi/Redmi, 21121119VL, selene, mt6768, 440dpi, 1080x2167
 Xiaomi/Redmi, 22011119UY, eos, mt6768, 440dpi, 1080x2167
 Xiaomi/Redmi, M2103K19C, camellia, mt6833, 440dpi, 1080x2167
 Xiaomi/Redmi, M2103K19Y, camellian, mt6833, 440dpi, 1080x2167
 Xiaomi/Redmi, 21061119DG, eos, mt6768, 461dpi, 1080x2167
 Xiaomi/Redmi, Pixel, joyeuse, qcom, 440dpi, 1080x2168
 Xiaomi/Redmi, Redmi Note 9 Pro Max, excalibur, qcom, 440dpi, 1080x2168
 Xiaomi/Redmi, M2012K11G, vili, qcom, 461dpi, 1080x2168
 Xiaomi/Redmi, Redmi K30, phoenix, qcom, 440dpi, 1080x2175
 Xiaomi/Redmi, 2201116TG, viva, mt6781, 440dpi, 1080x2177
 Xiaomi/Redmi, 2201117SG, miel, mt6781, 440dpi, 1080x2177
 Xiaomi/Redmi, 2201117SL, miel, mt6781, 440dpi, 1080x2177
 Xiaomi/Redmi, 2201117SY, fleur, mt6781, 440dpi, 1080x2177
 Xiaomi/Redmi, 2201117TG, spes, qcom, 440dpi, 1080x2177
 Xiaomi/Redmi, 2201117TL, spes, q, 440dpi, 1080x2177
 Xiaomi/Redmi, 2201117TL, spes, qcom, 440dpi, 1080x2177
 Xiaomi/Redmi, M2101K6G, sweet, qco, 440dpi, 1080x2177
 Xiaomi/Redmi, M2101K6I, sweetin, qcom, 440dpi, 1080x2177
 Xiaomi/Redmi, M2101K6P, sweetin, qcom, 440dpi, 1080x2177
 Xiaomi/Redmi, M2101K6R, sweet, qco, 440dpi, 1080x2177
 Xiaomi/Redmi, M2101K6R, sweet, qcom, 440dpi, 1080x2177
 Xiaomi/Redmi, M2101K7AG, sunny, q, 440dpi, 1080x2177
 Xiaomi/Redmi, M2101K7AG, sunny, qc, 440dpi, 1080x2177
 Xiaomi/Redmi, M2101K7BG, secret, mt6785, 440dpi, 1080x2177
 Xiaomi/Redmi, M2101K7BI, secret, mt6785, 440dpi, 1080x2177
 Xiaomi/Redmi, M2101K7BL, maltose, mt6785, 440dpi, 1080x2177
 Xiaomi/Redmi, viva, viva, mt6781, 440dpi, 1080x2177
 Xiaomi/Redmi, 2201117TY, spesn, qcom, 461dpi, 1080x2177
 Xiaomi/Redmi, 2201116SG, veux, qc, 440dpi, 1080x2180
 Xiaomi/Redmi, 2201116SG, veux, qcom, 440dpi, 1080x2180
 Xiaomi/Redmi, 21091116UG, pissarropro, mt6877, 440dpi, 1080x2190
 Xiaomi/Redmi, 22041219NY, thunder, mt6833, 440dpi, 1080x2202
 Xiaomi/Redmi, GM1917, joyeuse, qcom, 400dpi, 1080x2260
 Xiaomi/Redmi, 2201117SG, miel, mt67, 440dpi, 1080x2263
 Xiaomi/Redmi, M2101K7AI, sunny, qcom, 440dpi, 1080x2263
 Xiaomi/Redmi, M2004J19C, lancelot, mt6768, 432dpi, 2048x2048
 Xiaomi/Redmi, M2004J19C, galahad, mt6768, 440dpi, 2048x2048
 Xiaomi/Redmi, M2101K6G, sweet, qcom, 440dpi, 2048x2048
 Xiaomi/Redmi, M2101K7BNY, rosemary, mt6785, 440dpi, 2048x2048
 Xiaomi/Redmi, Redmi Note 8 Pro, begonia, mt6785, 440dpi, 2048x2048
 Xiaomi/Redmi, Redmi Note 9 Pro, joyeuse, qcom, 440dpi, 2048x2048
 Xiaomi/Redmi, M2101K7AG, sunny, qcom, 440dpi, 2177x1080
 Xiaomi/Redmi, M2006C3MNG, angelican, mt6765, 336dpi, 720x1443
 Xiaomi/Redmi, M2006C3LG, dandelion, mt6762, 336dpi, 720x1444
 Xiaomi/Redmi, dandelion, dandelion, mt6762, 329dpi, 720x1446
 Xiaomi/Redmi, M2006C3LI, dandelion, mt6762, 320dpi, 720x1449
 Xiaomi/Redmi, M2006C3LII, dandelion, mt6762, 320dpi, 720x1449
 Xiaomi/Redmi, M2006C3LVG, dandelion, mt6762, 320dpi, 720x1449
 Xiaomi/Redmi, M2006C3MG, angelica, mt6765, 320dpi, 720x1449
 Xiaomi/Redmi, M2006C3MII, cattail, mt6765, 320dpi, 720x1449
 Xiaomi/Redmi, 220733SG, ice, mt6761, 320dpi, 720x1454
 Xiaomi/Redmi, 220333QNY, rain, qcom, 320dpi, 720x1505
 Xiaomi/Redmi, 220333QAG, fog, qcom, 320dpi, 720x1507
 Xiaomi/Redmi, 220333QL, wind, qcom, 320dpi, 720x1507
 Xiaomi/xiaomi, MI 5X, tiffany, qcom, 480dpi, 1080x1920
 Xiaomi/xiaomi, Mi A1, tissot_sprout, q, 480dpi, 1080x1920
 Xiaomi/xiaomi, Mi A1, tissot_sprout, qc, 480dpi, 1080x1920
 Xiaomi/xiaomi, Redmi Note 4X, mido, qcom, 503dpi, 1080x1920
 Xiaomi/xiaomi, Mi A2, jasmine_sprout, qcom, 540dpi, 1080x1998
 Xiaomi/xiaomi, Mi A2 Lite, daisy_sprout, qcom, 540dpi, 1080x2025
 Xiaomi/xiaomi, Redmi Note 5, vince, qcom, 440dpi, 1080x2030
 Xiaomi/xiaomi, Redmi Note 5 Pro, whyred, qcom, 440dpi, 1080x2030
 Xiaomi/xiaomi, MI 6X, wayne, qcom, 490dpi, 1080x2030
 Xiaomi/xiaomi, Redmi 5 Plus, vince, qcom, 540dpi, 1080x2030
 Xiaomi/xiaomi, Redmi Note 6 Pro, tulip, qcom, 440dpi, 1080x2032
 Xiaomi/xiaomi, Redmi 6 Pro, sakura_india, qcom, 440dpi, 1080x2060
 Xiaomi/xiaomi, Redmi 6 Pro, sakura, qcom, 440dpi, 1080x2061
 Xiaomi/xiaomi, Redmi Note 7 Pro, violet, qcom, 440dpi, 1080x2130
 Xiaomi/xiaomi, Redmi Note 7S, lavender, qcom, 440dpi, 1080x2131
 Xiaomi/xiaomi, MI PLAY, lotus, mt6765, 503dpi, 1080x2150
 Xiaomi/xiaomi, Mi A1, tissot_sprout, qcom, 480dpi, 1920x1080
 Xiaomi/xiaomi, Redmi Note 4, mido, qcom, 480dpi, 1920x1080
 Xiaomi/xiaomi, MI 6X, whyred, qcom, 440dpi, 2030x1080
 Xiaomi/xiaomi, Redmi Note 5, whyred, qcom, 440dpi, 2030x1080
 Xiaomi/xiaomi, Redmi Note 8, ginkgo, qcom, 440dpi, 2048x2048
 Xiaomi/xiaomi, Redmi Note 8T, willow, qcom, 440dpi, 2130x1080
 Xiaomi/xiaomi, Redmi Note 7, lavender, qcom, 440dpi, 2131x1080
 Xiaomi/xiaomi, Redmi Note 5A, ugg, qcom, 320dpi, 720x1280
 Xiaomi/xiaomi, Redmi Y1, ugg, qcom, 320dpi, 720x1280
 Xiaomi/xiaomi, Redmi Note 5A, ugglite, qcom, 336dpi, 720x1280
 Xiaomi/xiaomi, Redmi Note 5A Prime, ugg, qcom, 336dpi, 720x1280
 Xiaomi/xiaomi, Redmi 6, cereus, mt6765, 360dpi, 720x1332
 Xiaomi/xiaomi, Redmi 6A, cactus, mt6762m, 360dpi, 720x1332
 Xiaomi/xiaomi, Redmi 6A, cactus, mt6765, 360dpi, 720x1332
 Xiaomi/xiaomi, Redmi S2, ysl, qcom, 360dpi, 720x1332
 Xiaomi/xiaomi, Redmi 6, cereus, mt6762, 320dpi, 720x1344
 Xiaomi/xiaomi, Redmi 6A, cactus, mt67, 320dpi, 720x1344
 Xiaomi/xiaomi, Redmi 6A, cactus, mt676, 320dpi, 720x1344
 Xiaomi/xiaomi, Redmi Y2, ysl, qcom, 320dpi, 720x1344
 Xiaomi/xiaomi, Redmi 7, onc, qcom, 360dpi, 720x1357
 ZTE, ZTE B2017G, tulip, qcom, 540dpi, 1080x1758
 ZTE, Z999, fujisan, qcom, 480dpi, 1080x1776
 ZTE, ZTE B2017G, msm8952_64, qcom, 480dpi, 1080x1776
 ZTE, N9560, bolton, qcom, 480dpi, 1080x1920
 ZTE, Turk Telekom TT175, ZTE_Blade_V580, mt6735, 480dpi, 1080x1920
 ZTE, Z982, crocus, qcom, 480dpi, 1080x1920
 ZTE, Z983, stollen, qcom, 480dpi, 1080x1920
 ZTE, ZTE BLADE V0710, ZTE_BLADE_V0710, mt6755, 480dpi, 1080x1920
 ZTE, ZTE BLADE V0730, ZTE_BLADE_V0730, mt6755, 480dpi, 1080x1920
 ZTE, ZTE BLADE V0800, ZTE_BLADE_V0800, qcom, 480dpi, 1080x1920
 ZTE, ZTE BLADE V7, P653A10, mt6735, 480dpi, 1080x1920
 ZTE, ZTE A2019G Pro, P845A01, qcom, 480dpi, 1080x2016
 ZTE, ZTE Blade V1000RU, P671F20D, mt6771, 480dpi, 1080x2063
 ZTE, ZTE 9000, P671F60, mt6771, 480dpi, 1080x2123
 ZTE, ZTE A2020RU Pro, P855A01, qcom, 480dpi, 1080x2146
 ZTE, ZTE 9000RU, P671F60, mt6771, 480dpi, 1080x2195
 ZTE, K92, primrose, qcom, 280dpi, 1200x1836
 ZTE, ZTE A2017G, ailsa_ii, qcom, 640dpi, 1440x2560
 ZTE, ZTE Blade L210RU, P731F50, sp7731e_1h10, 204dpi, 2048x2048
 ZTE, ZTE BLADE A512, P817E52, qcom, 320dpi, 720x1184
 ZTE, ZTE Blade A522, P817E53, qcom, 320dpi, 720x1184
 ZTE, ZTE Z10, P817E52, qcom, 320dpi, 720x1184
 ZTE, Blade S6, P839F30, qcom, 320dpi, 720x1280
 ZTE, NOS FIVE, P635F33, mt6735, 320dpi, 720x1280
 ZTE, NOS NOVU II, P680A20, mt6580, 320dpi, 720x1280
 ZTE, NOS NOVU III, P637F10, mt6735, 320dpi, 720x1280
 ZTE, Z956, financier, qcom, 320dpi, 720x1280
 ZTE, Z958, lol, qcom, 320dpi, 720x1280
 ZTE, ZTE BLADE A0622, P809F12, qcom, 320dpi, 720x1280
 ZTE, ZTE Blade A452, P635F33, mt6735, 320dpi, 720x1280
 ZTE, ZTE BLADE A510, P635A50, mt6735, 320dpi, 720x1280
 ZTE, ZTE BLADE A520C, P809F10, qcom, 320dpi, 720x1280
 ZTE, ZTE BLADE A601, ZTE_BLADE_A601, mt6735, 320dpi, 720x1280
 ZTE, ZTE BLADE A610, ZTE_BLADE_A610, mt6735, 320dpi, 720x1280
 ZTE, ZTE BLADE L0510, P680A20, mt6580, 320dpi, 720x1280
 ZTE, ZTE BLADE V0720, ZTE_BLADE_V0720, mt6735, 320dpi, 720x1280
 ZTE, ZTE T620, ZTE_T620, mt6735, 320dpi, 720x1280
 ZTE, ZTE A0622, P840F12, qcom, 360dpi, 720x1280
 ZTE, ZTE BLADE A0620, P840F12, qcom, 360dpi, 720x1280
 ZTE, ZTE BLADE A520, P637F10, mt6735, 360dpi, 720x1280
 ZTE, ZTE BLADE V0820, ZTE_BLADE_V0820, mt6755, 360dpi, 720x1280
 ZTE, ZTE BLADE V0840, P817F01, qcom, 360dpi, 720x1280
 ZTE, ZTE BLADE V0850, ZTE_BLADE_V0850, qcom, 360dpi, 720x1280
 ZTE, ZTE Blade A3 2020RU, P932F50, sp9832e_1h10_go, 360dpi, 720x1332
 ZTE, ZTE Blade A5 2019, P963F30P, s9863a1h10, 360dpi, 720x1332
 ZTE, ZTE Blade A5 2019RU, P963F30P, s9863a1h10, 360dpi, 720x1332
 ZTE, ZTE BLADE V0920, P840F03, qcom, 360dpi, 720x1332
 ZTE, ZTE Blade A3 2020, P932F50, sp9832e_1h10_go, 320dpi, 720x1344
 ZTE, ZTE Blade A31RU, P963F70, s9863a1h10_go_32b, 320dpi, 720x1344
 ZTE, ZTE BLADE A530, P639F10, mt6739, 320dpi, 720x1344
 ZTE, ZTE BLADE V9, P450F10, qcom, 320dpi, 720x1344
 ZTE, ZTE Blade V10 Vita RU, P963F01, s9863a1h10, 360dpi, 720x1358
 ZTE, ZTE Blade V10 Vita RU, P963F01D, s9863a1h10, 320dpi, 720x1370
 ZTE, ZTE 2050RU, P671F50_D, mt6771, 360dpi, 720x1398
 ZTE, ZTE Blade A5 2020RU, P963F50, s9863a1h10, 360dpi, 720x1398
 ZTE, ZTE Blade A7 2019RU, P963F02, s9863a1h10, 360dpi, 720x1398
 ZTE, ZTE Blade A7 2020RU, P662F02_D1, mt6765, 360dpi, 720x1398
 ZTE, ZTE Blade A7 2020RU, P662F02D, mt6765, 360dpi, 720x1398
 ZTE, Z6201V, Z6201, mt6761, 320dpi, 720x1410
 ZTE, ZTE 2050, P671F50, mt6771, 320dpi, 720x1410
 ZTE, ZTE 2050, P671F50_D, mt6771, 320dpi, 720x1410
 ZTE, ZTE Blade A5 2020, P963F50, s9863a1h10, 320dpi, 720x1410
 ZTE, ZTE Blade A7 2020, P662F02_D1, mt6765, 320dpi, 720x1410
 ZTE, ZTE Blade A7 2020, P662F02D, mt6765, 320dpi, 720x1410
 ZTE, ZTE 7540N, P633F08, mt6833, 320dpi, 720x1416
 ZTE, ZTE Blade A51 Lite RU, P963F50_A, s9863a1h10_go_32b, 320dpi, 720x1420
 ZTE, ZTE A7020, P963F03, s9863a1h10, 320dpi, 720x1426
 ZTE, ZTE A7020RU, P963F03, s9863a1h10, 320dpi, 720x1426
 ZTE, ZTE Blade A52, P963F61, s9863a1h10_go_32b, 320dpi, 720x1460
 ZTE, ZTE 8010RU, P963F05, s9863a1h10, 320dpi, 720x1506
 ZTE, K88, jasmine, qcom, 213dpi, 800x1216
Samsung, SM-P550, gt5note10wifi, qcom, 160dpi, 1024x768
Samsung, SM-T555, gt510lte, qcom, 160dpi, 1024x768
Samsung, SM-T976B, gts7xl, qcom, 280dpi, 1050x1400
Samsung, SM-J600GT, j6lte, samsungexynos6860, 320dpi, 1080x1776
Samsung, SM-A725F, a72q, qcom, 450dpi, 1080x1785
Samsung, SM-N920R4, noblelteusc, qcom, 240dpi, 1080x1838
Samsung, SAMSUNG-SM-T677A, gvlteatt, samsungexynos7580, 160dpi, 1080x1872
Samsung, SAMSUNG-SM-N920A, noblelteatt, samsungexynos7420, 420dpi, 1080x1920
Samsung, SM-A720F, a7y17lte, samsunge, 420dpi, 1080x1920
Samsung, SM-A720F, a7y17lte, samsungex, 420dpi, 1080x1920
Samsung, SM-A9100, a9xproltechn, qcom, 420dpi, 1080x1920
Samsung, SM-C5000, c5ltechn, qcom, 420dpi, 1080x1920
Samsung, SM-C5010, c5proltechn, qcom, 420dpi, 1080x1920
Samsung, SM-C5018, c5proltechn, qcom, 420dpi, 1080x1920
Samsung, SM-C7000, c7ltechn, qcom, 420dpi, 1080x1920
Samsung, SM-C710F, jadelte, mt6757, 420dpi, 1080x1920
Samsung, SM-C900F, c9lte, qcom, 420dpi, 1080x1920
Samsung, SM-G611F, on7xreflte, samsungexynos7870, 420dpi, 1080x1920
Samsung, SM-G611FF, on7xreflteins, samsungexynos7870, 420dpi, 1080x1920
Samsung, SM-G615F, j7maxlte, mt6757, 420dpi, 1080x1920
Samsung, SM-G9287, zenlte, samsungexynos7420, 420dpi, 1080x1920
Samsung, SM-G928G, zenlte, samsungexynos7420, 420dpi, 1080x1920
Samsung, SM-G928S, zenlteskt, samsungexynos7420, 420dpi, 1080x1920
Samsung, SM-G928T, zenltetmo, samsungexynos7420, 420dpi, 1080x1920
Samsung, SM-G930F, herolte, samsungexynos88, 420dpi, 1080x1920
Samsung, SM-J730FM, j7y17lte, samsun, 420dpi, 1080x1920
Samsung, SM-J730GM, j7y17lte, samsu, 420dpi, 1080x1920
Samsung, SM-J730GM, j7y17lte, samsungexynos7870, 420dpi, 1080x1920
Samsung, SM-N920G, noblelte, samsungexynos7420, 420dpi, 1080x1920
Samsung, SM-N920I, noblelte, samsungexyno, 420dpi, 1080x1920
Samsung, SM-N920I, noblelte, samsungexynos7420, 420dpi, 1080x1920
Samsung, SM-N920S, noblelteskt, samsungexynos7420, 420dpi, 1080x1920
Samsung, SM-N935F, gracerlte, samsungexynos8890, 420dpi, 1080x1920
Samsung, GT-I9500, ja3g, universal5410, 480dpi, 1080x1920
Samsung, GT-I9505, jflte, qcom, 480dpi, 1080x1920
Samsung, GT-I9507V, jftdd, qcom, 480dpi, 1080x1920
Samsung, GT-I9515, jfvelte, qcom, 480dpi, 1080x1920
Samsung, SAMSUNG-SGH-I537, jactivelteatt, qcom, 480dpi, 1080x1920
Samsung, SAMSUNG-SM-G870A, klteattactive, qcom, 480dpi, 1080x1920
Samsung, SAMSUNG-SM-G900A, klteatt, qcom, 480dpi, 1080x1920
Samsung, SM-A5100, a5xltechn, qcom, 480dpi, 1080x1920
Samsung, SM-A510F, a5xelte, samsungexyno, 480dpi, 1080x1920
Samsung, SM-A510F, a5xelte, samsungexynos75, 480dpi, 1080x1920
Samsung, SM-A510F, a5xelte, samsungexynos758, 480dpi, 1080x1920
Samsung, SM-A510K, a5xeltektt, samsungexynos7580, 480dpi, 1080x1920
Samsung, SM-A510M, a5xelte, samsungexynos7580, 480dpi, 1080x1920
Samsung, SM-A520F, a5y17lte, samsunge, 480dpi, 1080x1920
Samsung, SM-A520F, a5y17lte, samsungex, 480dpi, 1080x1920
Samsung, SM-A520F, a5y17lte, samsungexyn, 480dpi, 1080x1920
Samsung, SM-A520F, a5y17lte, samsungexynos7, 480dpi, 1080x1920
Samsung, SM-A700F, a7alte, universal5430, 480dpi, 1080x1920
Samsung, SM-A700FD, a7lte, qcom, 480dpi, 1080x1920
Samsung, SM-A710F, a7xelte, samsungexynos7580, 480dpi, 1080x1920
Samsung, SM-A710L, a7xeltelgt, samsungexynos7580, 480dpi, 1080x1920
Samsung, SM-A710M, a7xelte, samsungexynos7580, 480dpi, 1080x1920
Samsung, SM-A800I, a8hplte, universal5433, 480dpi, 1080x1920
Samsung, SM-A810F, a8xelte, samsungexynos7420, 480dpi, 1080x1920
Samsung, SM-A810S, a8xelteskt, samsungexynos7420, 480dpi, 1080x1920
Samsung, SM-A9000, a9xltechn, qcom, 480dpi, 1080x1920
Samsung, SM-C7010, c7proltechn, qcom, 480dpi, 1080x1920
Samsung, SM-C9000, c9ltechn, qcom, 480dpi, 1080x1920
Samsung, SM-G610M, on7xelte, samsungex, 480dpi, 1080x1920
Samsung, SM-G610M, on7xelte, samsungexy, 480dpi, 1080x1920
Samsung, SM-G610S, on7xelteskt, samsungexynos7870, 480dpi, 1080x1920
Samsung, SM-G900F, klte, qcom, 480dpi, 1080x1920
Samsung, SM-G900FD, klte, qcom, 480dpi, 1080x1920
Samsung, SM-G900FQ, klte, qcom, 480dpi, 1080x1920
Samsung, SM-G900H, k3g, universal5422, 480dpi, 1080x1920
Samsung, SM-G900I, klte, qcom, 480dpi, 1080x1920
Samsung, SM-G900L, kltelgt, qcom, 480dpi, 1080x1920
Samsung, SM-G900M, klte, qcom, 480dpi, 1080x1920
Samsung, SM-G900MD, klte, qcom, 480dpi, 1080x1920
Samsung, SM-G900P, kltespr, qcom, 480dpi, 1080x1920
Samsung, SM-G900T, kltetmo, qcom, 480dpi, 1080x1920
Samsung, SM-G900T3, kltetmo, qcom, 480dpi, 1080x1920
Samsung, SM-G903F, s5neolte, samsungexynos7580, 480dpi, 1080x1920
Samsung, SM-G903M, s5neolte, samsungexynos7580, 480dpi, 1080x1920
Samsung, SM-G9300, heroqltechn, qcom, 480dpi, 1080x1920
Samsung, SM-G930F, hero2qltetmo, qcom, 480dpi, 1080x1920
Samsung, SM-G930F, herolte, samsungexynos, 480dpi, 1080x1920
Samsung, SM-G930L, heroltelgt, samsungexynos8890, 480dpi, 1080x1920
Samsung, SM-G930R4, heroqlteusc, qcom, 480dpi, 1080x1920
Samsung, SM-G930S, herolteskt, samsungexy, 480dpi, 1080x1920
Samsung, SM-G930S, herolteskt, samsungexynos8890, 480dpi, 1080x1920
Samsung, SM-G930U, heroqlteue, qcom, 480dpi, 1080x1920
Samsung, SM-G930W8, heroltebmc, samsungexynos8890, 480dpi, 1080x1920
Samsung, SM-G935F, hero2lte, samsunge, 480dpi, 1080x1920
Samsung, SM-G935F, hero2lte, samsungexyno, 480dpi, 1080x1920
Samsung, SM-G935L, hero2ltelgt, samsungexynos8890, 480dpi, 1080x1920
Samsung, SM-G935P, hero2qltespr, qcom, 480dpi, 1080x1920
Samsung, SM-G935R4, hero2qlteusc, qcom, 480dpi, 1080x1920
Samsung, SM-G935S, hero2lteskt, samsungexynos8890, 480dpi, 1080x1920
Samsung, SM-G935T, hero2qltetmo, qcom, 480dpi, 1080x1920
Samsung, SM-J730FM, j7y17lte, sams, 480dpi, 1080x1920
Samsung, SM-J730G, j7y17lte, samsungexynos7, 480dpi, 1080x1920
Samsung, SM-N900, ha3g, universal5420, 480dpi, 1080x1920
Samsung, SM-N9000Q, ha3g, universal5420, 480dpi, 1080x1920
